Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 13.08.1983,15:00,MSV Duisburg,3:0,Wattenscheid 09
Sa. 13.08.1983,15:00,VfL Osnabrück,1:0,RW Essen
Sa. 13.08.1983,15:00,SC Freiburg,2:2,Karlsruher SC
Sa. 13.08.1983,15:00,Hannover 96,0:0,Alem. Aachen
Sa. 13.08.1983,15:00,Hertha BSC,7:2,Fortuna Köln
Sa. 13.08.1983,15:00,FC Schalke 04,2:0,Lüttringhausen
Sa. 13.08.1983,15:00,Hessen Kassel,3:2,RW Oberhausen
Sa. 13.08.1983,15:00,Darmstadt 98,1:1,Saarbrücken
Sa. 13.08.1983,15:00,Union Solingen,1:0,SCC Berlin
Sa. 13.08.1983,15:00,SSV Ulm 1846,2:0,Stuttg. Kickers
