Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 24.03.1984,15:00,SSV Ulm 1846,1:1,Darmstadt 98
Sa. 24.03.1984,15:00,Fortuna Köln,2:0,Alem. Aachen
Sa. 24.03.1984,15:00,Hessen Kassel,1:0,VfL Osnabrück
Sa. 24.03.1984,15:00,SCC Berlin,0:3,Karlsruher SC
Sa. 24.03.1984,15:00,Stuttg. Kickers,2:1,SC Freiburg
Sa. 24.03.1984,15:00,Saarbrücken,3:2,Hertha BSC
Sa. 24.03.1984,15:00,RW Oberhausen,1:0,Hannover 96
Sa. 24.03.1984,15:00,FC Schalke 04,3:3,Union Solingen
Sa. 24.03.1984,15:00,RW Essen,1:1,Wattenscheid 09
Sa. 24.03.1984,15:00,Lüttringhausen,1:2,MSV Duisburg
