Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 07.04.1984,15:00,Stuttg. Kickers,0:0,Wattenscheid 09
Sa. 07.04.1984,15:00,Saarbrücken,2:0,MSV Duisburg
Sa. 07.04.1984,15:00,Hessen Kassel,2:0,Hannover 96
Sa. 07.04.1984,15:00,SSV Ulm 1846,1:0,VfL Osnabrück
Sa. 07.04.1984,15:00,RW Essen,2:1,Fortuna Köln
Sa. 07.04.1984,15:00,Lüttringhausen,1:4,Karlsruher SC
Sa. 07.04.1984,15:00,RW Oberhausen,1:0,SC Freiburg
Sa. 07.04.1984,15:00,SCC Berlin,0:1,Alem. Aachen
Sa. 07.04.1984,15:00,FC Schalke 04,1:5,Hertha BSC
Sa. 07.04.1984,15:00,Union Solingen,2:1,Darmstadt 98
