Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 26.03.1971,20:00,RW Oberhausen,4:3,Hannover 96
Sa. 27.03.1971,15:30,Werder Bremen,1:0,E. Frankfurt
Sa. 27.03.1971,15:30,1.FC Köln,3:2,Bor. M'gladbach
Sa. 27.03.1971,15:30,Bayern München,2:0,Arm. Bielefeld
Sa. 27.03.1971,15:30,VfB Stuttgart,1:1,Hertha BSC
Sa. 27.03.1971,15:30,E. Braunschweig,1:0,RW Essen
Sa. 27.03.1971,15:30,FC Schalke 04,3:1,Hamburger SV
Sa. 27.03.1971,15:30,MSV Duisburg,4:3,Bor. Dortmund
Sa. 27.03.1971,15:30,K. Offenbach,2:2,1.FC K'lautern
