Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 28.11.25,20:30,Bor. M'gladbach,0:0,RB Leipzig
Sa. 29.11.25,15:30,Bayern München,3:1,FC St. Pauli
Sa. 29.11.25,15:30,Werder Bremen,1:1,1.FC Köln
Sa. 29.11.25,15:30,Union Berlin,1:2,1.FC Heidenheim
Sa. 29.11.25,15:30,TSG Hoffenheim,3:0,FC Augsburg
Sa. 29.11.25,18:30,B. Leverkusen,1:2,Bor. Dortmund
So. 30.11.25,15:30,Hamburger SV,2:1,VfB Stuttgart
So. 30.11.25,17:30,E. Frankfurt,1:1,VfL Wolfsburg
So. 30.11.25,19:30,SC Freiburg,4:0,1.FSV Mainz 05
