Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 17.01.1970,15:30,FC Schalke 04,0:0,E. Frankfurt
Sa. 17.01.1970,15:30,RW Oberhausen,0:0,1.FC K'lautern
Sa. 17.01.1970,15:30,Alem. Aachen,0:0,RW Essen
Di. 03.03.1970,20:00,Hannover 96,0:2,E. Braunschweig
Di. 17.03.1970,20:00,1.FC Köln,3:0,Werder Bremen
Di. 17.03.1970,20:00,Hamburger SV,4:3,Bor. Dortmund
Di. 17.03.1970,20:00,VfB Stuttgart,4:3,MSV Duisburg
Mi. 25.03.1970,20:00,Hertha BSC,4:2,1860 München
Mi. 15.04.1970,20:00,Bayern München,1:0,Bor. M'gladbach
