Datum,Uhrzeit,Heim,Ergebnis,Gast
Mi. 16.08.1989,19:30,BW Berlin,2:0,RW Essen
Mi. 16.08.1989,19:30,MSV Duisburg,0:2,Fortuna Köln
Mi. 16.08.1989,19:30,Darmstadt 98,0:1,Hessen Kassel
Mi. 16.08.1989,19:30,Hannover 96,0:3,Wattenscheid 09
Mi. 16.08.1989,19:30,FC Schalke 04,1:2,Saarbrücken
Mi. 16.08.1989,19:30,SC Freiburg,3:1,VfL Osnabrück
Mi. 16.08.1989,19:30,SV Meppen,1:1,Alem. Aachen
Mi. 16.08.1989,19:30,SpVgg Bayreuth,2:1,Pr. Münster
Mi. 16.08.1989,19:30,Stuttg. Kickers,4:2,Hertha BSC
Mi. 16.08.1989,19:30,Unterhaching,1:1,E. Braunschweig
