Datum,Uhrzeit,Heim,Ergebnis,Gast
Mi. 20.09.1989,19:30,E. Braunschweig,4:3,Alem. Aachen
Mi. 20.09.1989,19:30,FC Schalke 04,2:1,SpVgg Bayreuth
Mi. 20.09.1989,19:30,Hannover 96,5:1,Stuttg. Kickers
Mi. 20.09.1989,19:30,MSV Duisburg,3:1,Hessen Kassel
Mi. 20.09.1989,19:30,Unterhaching,3:0,Pr. Münster
Mi. 20.09.1989,19:30,VfL Osnabrück,0:3,Wattenscheid 09
Mi. 20.09.1989,19:30,SC Freiburg,4:1,Fortuna Köln
Mi. 20.09.1989,19:30,SV Meppen,3:0,Darmstadt 98
Mi. 20.09.1989,19:30,RW Essen,1:2,Saarbrücken
Do. 28.09.1989,19:30,BW Berlin,2:3,Hertha BSC
