Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 02.12.1989,15:00,E. Braunschweig,2:2,FC Schalke 04
Sa. 02.12.1989,15:00,Fortuna Köln,5:2,SpVgg Bayreuth
Sa. 02.12.1989,15:00,Alem. Aachen,2:1,Hannover 96
Sa. 02.12.1989,15:00,Saarbrücken,1:2,MSV Duisburg
Sa. 02.12.1989,15:00,Wattenscheid 09,3:0,Stuttg. Kickers
Sa. 02.12.1989,15:00,SC Freiburg,0:1,BW Berlin
Sa. 02.12.1989,15:00,Hessen Kassel,0:0,Pr. Münster
Sa. 02.12.1989,15:00,VfL Osnabrück,2:1,Unterhaching
Sa. 02.12.1989,15:00,RW Essen,1:1,SV Meppen
Di. 19.12.1989,20:00,Hertha BSC,4:1,Darmstadt 98
