Datum,Uhrzeit,Heim,Ergebnis,Gast
Do. 10.05.1990,20:15,Alem. Aachen,0:0,Darmstadt 98
Do. 10.05.1990,20:15,Hessen Kassel,1:0,Fortuna Köln
Do. 10.05.1990,20:15,BW Berlin,1:1,FC Schalke 04
Do. 10.05.1990,20:15,Unterhaching,1:3,SV Meppen
Do. 10.05.1990,20:15,SC Freiburg,1:1,Hannover 96
Do. 10.05.1990,20:15,RW Essen,1:0,Stuttg. Kickers
Do. 10.05.1990,20:15,Saarbrücken,1:0,Pr. Münster
Do. 10.05.1990,20:15,Wattenscheid 09,5:1,Hertha BSC
Do. 10.05.1990,20:15,VfL Osnabrück,1:0,MSV Duisburg
Do. 10.05.1990,20:15,E. Braunschweig,2:1,SpVgg Bayreuth
