Datum,Uhrzeit,Heim,Ergebnis,Gast
So. 22.10.1989,15:00,VfL Osnabrück,4:2,Darmstadt 98
So. 22.10.1989,15:00,Alem. Aachen,3:0,Fortuna Köln
So. 22.10.1989,15:00,FC Schalke 04,2:0,Hessen Kassel
So. 22.10.1989,15:00,SV Meppen,1:0,Hannover 96
So. 22.10.1989,15:00,BW Berlin,0:2,Stuttg. Kickers
So. 22.10.1989,15:00,E. Braunschweig,1:2,Hertha BSC
So. 22.10.1989,15:00,SC Freiburg,2:0,SpVgg Bayreuth
So. 22.10.1989,15:00,Saarbrücken,2:0,Wattenscheid 09
So. 22.10.1989,15:00,Unterhaching,1:1,MSV Duisburg
So. 22.10.1989,15:00,RW Essen,1:1,Pr. Münster
