Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 14.10.1989,15:00,Fortuna Köln,0:2,E. Braunschweig
Sa. 14.10.1989,15:00,Darmstadt 98,2:2,SC Freiburg
Sa. 14.10.1989,15:00,MSV Duisburg,0:0,SV Meppen
Sa. 14.10.1989,15:00,SpVgg Bayreuth,6:1,BW Berlin
Sa. 14.10.1989,15:00,Hertha BSC,2:1,RW Essen
Sa. 14.10.1989,15:00,Stuttg. Kickers,2:0,Unterhaching
Sa. 14.10.1989,15:00,Hessen Kassel,0:0,Saarbrücken
Sa. 14.10.1989,15:00,Hannover 96,2:2,FC Schalke 04
Sa. 14.10.1989,15:00,Wattenscheid 09,1:2,Alem. Aachen
Sa. 14.10.1989,15:00,Pr. Münster,1:4,VfL Osnabrück
