Datum,Uhrzeit,Heim,Ergebnis,Gast
Di. 01.05.1990,17:00,Unterhaching,0:0,Hannover 96
Di. 01.05.1990,17:00,Wattenscheid 09,2:0,Hessen Kassel
Di. 01.05.1990,18:00,BW Berlin,3:0,MSV Duisburg
Di. 01.05.1990,18:00,RW Essen,1:0,Darmstadt 98
Di. 01.05.1990,18:00,E. Braunschweig,1:2,Pr. Münster
Di. 01.05.1990,18:00,SC Freiburg,2:0,Stuttg. Kickers
Di. 01.05.1990,18:00,VfL Osnabrück,0:3,SpVgg Bayreuth
Di. 01.05.1990,18:00,Saarbrücken,2:2,Fortuna Köln
Di. 01.05.1990,18:00,SV Meppen,2:2,FC Schalke 04
Di. 01.05.1990,18:00,Alem. Aachen,1:1,Hertha BSC
