Datum,Uhrzeit,Heim,Ergebnis,Gast
So. 27.08.1989,15:00,BW Berlin,1:0,Alem. Aachen
So. 27.08.1989,15:00,Hannover 96,0:2,Hertha BSC
So. 27.08.1989,15:00,SpVgg Bayreuth,5:1,Hessen Kassel
So. 27.08.1989,15:00,SC Freiburg,1:0,E. Braunschweig
So. 27.08.1989,15:00,VfL Osnabrück,1:1,RW Essen
So. 27.08.1989,15:00,SV Meppen,1:1,Wattenscheid 09
So. 27.08.1989,15:00,Stuttg. Kickers,2:1,Darmstadt 98
So. 27.08.1989,15:00,Unterhaching,1:1,Saarbrücken
So. 27.08.1989,15:00,FC Schalke 04,3:0,Fortuna Köln
Di. 05.09.1989,19:30,MSV Duisburg,3:3,Pr. Münster
