Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 03.03.1990,15:00,Hertha BSC,1:0,Hannover 96
Sa. 03.03.1990,15:00,Hessen Kassel,2:0,SpVgg Bayreuth
Sa. 03.03.1990,15:00,E. Braunschweig,0:3,SC Freiburg
Sa. 03.03.1990,15:00,RW Essen,0:0,VfL Osnabrück
Sa. 03.03.1990,15:00,Darmstadt 98,0:0,Stuttg. Kickers
Sa. 03.03.1990,15:00,Saarbrücken,6:1,Unterhaching
Sa. 03.03.1990,15:00,Pr. Münster,1:1,MSV Duisburg
Di. 03.04.1990,19:30,Wattenscheid 09,2:0,SV Meppen
Di. 10.04.1990,19:30,Fortuna Köln,2:1,FC Schalke 04
Mo. 16.04.1990,20:15,Alem. Aachen,2:1,BW Berlin
