Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 10.03.1990,15:00,VfL Osnabrück,1:2,E. Braunschweig
Sa. 10.03.1990,15:00,BW Berlin,0:1,Saarbrücken
Sa. 10.03.1990,15:00,FC Schalke 04,4:1,Hertha BSC
Sa. 10.03.1990,15:00,Hannover 96,2:1,Pr. Münster
Sa. 10.03.1990,15:00,RW Essen,1:0,Hessen Kassel
Sa. 10.03.1990,15:00,MSV Duisburg,3:1,Darmstadt 98
Sa. 10.03.1990,15:00,SC Freiburg,1:1,Alem. Aachen
Sa. 10.03.1990,15:00,Unterhaching,1:2,Wattenscheid 09
Sa. 10.03.1990,15:00,Stuttg. Kickers,3:1,SpVgg Bayreuth
Sa. 10.03.1990,15:00,SV Meppen,2:2,Fortuna Köln
