Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 18.11.1989,15:00,Hertha BSC,2:0,Hessen Kassel
Sa. 18.11.1989,15:00,Unterhaching,1:1,BW Berlin
Sa. 18.11.1989,15:00,MSV Duisburg,2:0,E. Braunschweig
Sa. 18.11.1989,15:00,Stuttg. Kickers,4:2,Alem. Aachen
Sa. 18.11.1989,15:00,SpVgg Bayreuth,2:2,Saarbrücken
Sa. 18.11.1989,15:00,Darmstadt 98,4:1,Wattenscheid 09
Sa. 18.11.1989,15:00,Hannover 96,4:1,RW Essen
Sa. 18.11.1989,15:00,FC Schalke 04,4:1,VfL Osnabrück
Sa. 18.11.1989,15:00,SV Meppen,0:0,SC Freiburg
Sa. 18.11.1989,15:00,Pr. Münster,0:0,Fortuna Köln
