Datum,Uhrzeit,Heim,Ergebnis,Gast
So. 17.09.1989,15:00,Fortuna Köln,1:1,BW Berlin
So. 17.09.1989,15:00,Darmstadt 98,3:2,FC Schalke 04
So. 17.09.1989,15:00,Saarbrücken,7:1,VfL Osnabrück
So. 17.09.1989,15:00,Hertha BSC,1:1,Unterhaching
So. 17.09.1989,15:00,Hessen Kassel,2:1,E. Braunschweig
So. 17.09.1989,15:00,Stuttg. Kickers,4:1,MSV Duisburg
So. 17.09.1989,15:00,Alem. Aachen,0:1,RW Essen
So. 17.09.1989,15:00,SpVgg Bayreuth,1:1,Hannover 96
So. 17.09.1989,15:00,Pr. Münster,2:1,SV Meppen
So. 17.09.1989,15:00,Wattenscheid 09,4:4,SC Freiburg
