Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 28.10.1989,15:00,MSV Duisburg,2:2,BW Berlin
Sa. 28.10.1989,15:00,Darmstadt 98,2:1,RW Essen
Sa. 28.10.1989,15:00,Pr. Münster,1:2,E. Braunschweig
Sa. 28.10.1989,15:00,Hannover 96,3:0,Unterhaching
Sa. 28.10.1989,15:00,Stuttg. Kickers,1:1,SC Freiburg
Sa. 28.10.1989,15:00,SpVgg Bayreuth,3:1,VfL Osnabrück
Sa. 28.10.1989,15:00,Fortuna Köln,1:1,Saarbrücken
Sa. 28.10.1989,15:00,FC Schalke 04,2:0,SV Meppen
Sa. 28.10.1989,15:00,Hertha BSC,3:1,Alem. Aachen
Sa. 28.10.1989,15:00,Hessen Kassel,0:3,Wattenscheid 09
