Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 02.09.1989,15:00,E. Braunschweig,3:1,VfL Osnabrück
Sa. 02.09.1989,15:00,Saarbrücken,1:1,BW Berlin
Sa. 02.09.1989,15:00,Hertha BSC,2:2,FC Schalke 04
Sa. 02.09.1989,15:00,Pr. Münster,0:1,Hannover 96
Sa. 02.09.1989,15:00,Hessen Kassel,0:1,RW Essen
Sa. 02.09.1989,15:00,Darmstadt 98,3:1,MSV Duisburg
Sa. 02.09.1989,15:00,Alem. Aachen,0:1,SC Freiburg
Sa. 02.09.1989,15:00,Wattenscheid 09,1:0,Unterhaching
Sa. 02.09.1989,15:00,SpVgg Bayreuth,1:2,Stuttg. Kickers
Sa. 02.09.1989,15:00,Fortuna Köln,3:0,SV Meppen
