Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 04.11.1989,15:00,Saarbrücken,3:0,Hertha BSC
Sa. 04.11.1989,15:00,Alem. Aachen,7:1,Pr. Münster
Sa. 04.11.1989,15:00,VfL Osnabrück,1:0,Stuttg. Kickers
Sa. 04.11.1989,15:00,BW Berlin,1:1,Hannover 96
Sa. 04.11.1989,15:00,RW Essen,3:0,SpVgg Bayreuth
Sa. 04.11.1989,15:00,SC Freiburg,2:2,MSV Duisburg
Sa. 04.11.1989,15:00,E. Braunschweig,5:0,Darmstadt 98
Sa. 04.11.1989,15:00,Wattenscheid 09,2:0,Fortuna Köln
Sa. 04.11.1989,15:00,SV Meppen,0:1,Hessen Kassel
So. 05.11.1989,15:00,Unterhaching,2:1,FC Schalke 04
