Datum,Uhrzeit,Heim,Ergebnis,Gast
Di. 14.11.1989,19:30,BW Berlin,1:1,SV Meppen
Di. 14.11.1989,19:30,RW Essen,1:1,MSV Duisburg
Di. 14.11.1989,19:30,Fortuna Köln,3:0,Hertha BSC
Di. 14.11.1989,19:30,Saarbrücken,1:1,Darmstadt 98
Di. 14.11.1989,19:30,Alem. Aachen,2:1,SpVgg Bayreuth
Di. 14.11.1989,19:30,E. Braunschweig,3:0,Stuttg. Kickers
Di. 14.11.1989,19:30,Wattenscheid 09,4:0,Pr. Münster
Di. 14.11.1989,19:30,VfL Osnabrück,1:4,Hannover 96
Mi. 22.11.1989,19:30,Hessen Kassel,3:2,Unterhaching
Mi. 22.11.1989,19:30,SC Freiburg,0:3,FC Schalke 04
