Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 07.04.1990,15:00,E. Braunschweig,0:0,Saarbrücken
Sa. 07.04.1990,15:00,RW Essen,0:2,Wattenscheid 09
Sa. 07.04.1990,15:00,VfL Osnabrück,2:2,Fortuna Köln
Sa. 07.04.1990,15:00,Unterhaching,1:0,Darmstadt 98
Sa. 07.04.1990,15:00,Alem. Aachen,2:2,Hessen Kassel
Sa. 07.04.1990,15:00,FC Schalke 04,2:0,Stuttg. Kickers
Sa. 07.04.1990,15:00,SV Meppen,1:1,SpVgg Bayreuth
Sa. 07.04.1990,15:00,Hannover 96,2:2,MSV Duisburg
Sa. 07.04.1990,15:00,SC Freiburg,0:2,Hertha BSC
Sa. 07.04.1990,15:00,BW Berlin,2:1,Pr. Münster
