Datum,Uhrzeit,Heim,Ergebnis,Gast
So. 06.08.1989,15:00,FC Schalke 04,1:5,E. Braunschweig
So. 06.08.1989,15:00,SpVgg Bayreuth,2:2,Fortuna Köln
So. 06.08.1989,15:00,Hannover 96,2:0,Alem. Aachen
So. 06.08.1989,15:00,MSV Duisburg,1:1,Saarbrücken
So. 06.08.1989,15:00,Stuttg. Kickers,2:3,Wattenscheid 09
So. 06.08.1989,15:00,BW Berlin,3:1,SC Freiburg
So. 06.08.1989,15:00,Pr. Münster,1:1,Hessen Kassel
So. 06.08.1989,15:00,Darmstadt 98,0:0,Hertha BSC
So. 06.08.1989,15:00,Unterhaching,2:2,VfL Osnabrück
So. 06.08.1989,15:00,SV Meppen,3:2,RW Essen
