Datum,Uhrzeit,Heim,Ergebnis,Gast
Do. 17.05.1990,15:00,Hessen Kassel,2:0,Hertha BSC
Do. 17.05.1990,15:00,BW Berlin,3:2,Unterhaching
Do. 17.05.1990,15:00,E. Braunschweig,4:1,MSV Duisburg
Do. 17.05.1990,15:00,Alem. Aachen,2:1,Stuttg. Kickers
Do. 17.05.1990,15:00,Saarbrücken,0:0,SpVgg Bayreuth
Do. 17.05.1990,15:00,Wattenscheid 09,0:0,Darmstadt 98
Do. 17.05.1990,15:00,RW Essen,4:3,Hannover 96
Do. 17.05.1990,15:00,VfL Osnabrück,3:1,FC Schalke 04
Do. 17.05.1990,15:00,SC Freiburg,6:1,SV Meppen
Do. 17.05.1990,15:00,Fortuna Köln,2:5,Pr. Münster
