Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 30.09.1989,15:00,Saarbrücken,0:1,E. Braunschweig
Sa. 30.09.1989,15:00,Wattenscheid 09,1:0,RW Essen
Sa. 30.09.1989,15:00,Fortuna Köln,0:2,VfL Osnabrück
Sa. 30.09.1989,15:00,Darmstadt 98,1:1,Unterhaching
Sa. 30.09.1989,15:00,Hessen Kassel,1:5,Alem. Aachen
Sa. 30.09.1989,15:00,Stuttg. Kickers,2:4,FC Schalke 04
Sa. 30.09.1989,15:00,SpVgg Bayreuth,1:1,SV Meppen
Sa. 30.09.1989,15:00,Hertha BSC,1:0,SC Freiburg
Sa. 30.09.1989,15:00,Pr. Münster,2:0,BW Berlin
So. 01.10.1989,15:00,MSV Duisburg,2:1,Hannover 96
