Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 16.12.1989,15:00,RW Essen,2:1,BW Berlin
Sa. 16.12.1989,15:00,Fortuna Köln,1:1,MSV Duisburg
Sa. 16.12.1989,15:00,Hessen Kassel,0:0,Darmstadt 98
Sa. 16.12.1989,15:00,Wattenscheid 09,3:0,Hannover 96
Sa. 16.12.1989,15:00,VfL Osnabrück,3:1,SC Freiburg
Sa. 16.12.1989,15:00,Alem. Aachen,1:3,SV Meppen
Sa. 16.12.1989,15:00,Pr. Münster,2:1,SpVgg Bayreuth
Sa. 16.12.1989,15:00,Hertha BSC,0:0,Stuttg. Kickers
Sa. 16.12.1989,15:00,E. Braunschweig,0:0,Unterhaching
Di. 06.03.1990,19:30,Saarbrücken,2:0,FC Schalke 04
