Datum,Uhrzeit,Heim,Ergebnis,Gast
So. 13.05.1990,15:00,SV Meppen,1:1,BW Berlin
So. 13.05.1990,15:00,MSV Duisburg,2:2,RW Essen
So. 13.05.1990,15:00,Hertha BSC,3:0,Fortuna Köln
So. 13.05.1990,15:00,Darmstadt 98,0:0,Saarbrücken
So. 13.05.1990,15:00,SpVgg Bayreuth,3:0,Alem. Aachen
So. 13.05.1990,15:00,Stuttg. Kickers,4:0,E. Braunschweig
So. 13.05.1990,15:00,Pr. Münster,1:0,Wattenscheid 09
So. 13.05.1990,15:00,Hannover 96,1:1,VfL Osnabrück
So. 13.05.1990,15:00,Unterhaching,1:0,Hessen Kassel
So. 13.05.1990,15:00,FC Schalke 04,2:1,SC Freiburg
