Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 12.08.1989,15:00,VfL Osnabrück,2:5,BW Berlin
Sa. 12.08.1989,15:00,Alem. Aachen,0:4,FC Schalke 04
Sa. 12.08.1989,15:00,Wattenscheid 09,2:0,MSV Duisburg
Sa. 12.08.1989,15:00,Fortuna Köln,0:1,Stuttg. Kickers
Sa. 12.08.1989,15:00,Saarbrücken,2:0,Hannover 96
Sa. 12.08.1989,15:00,Hertha BSC,1:0,SpVgg Bayreuth
Sa. 12.08.1989,15:00,Pr. Münster,1:0,Darmstadt 98
Sa. 12.08.1989,15:00,Hessen Kassel,2:5,SC Freiburg
Sa. 12.08.1989,15:00,RW Essen,1:1,Unterhaching
Sa. 12.08.1989,15:00,E. Braunschweig,3:0,SV Meppen
