Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 24.03.1990,15:00,BW Berlin,2:0,Fortuna Köln
Sa. 24.03.1990,15:00,FC Schalke 04,3:0,Darmstadt 98
Sa. 24.03.1990,15:00,VfL Osnabrück,1:1,Saarbrücken
Sa. 24.03.1990,15:00,Unterhaching,0:1,Hertha BSC
Sa. 24.03.1990,15:00,E. Braunschweig,0:4,Hessen Kassel
Sa. 24.03.1990,15:00,MSV Duisburg,1:1,Stuttg. Kickers
Sa. 24.03.1990,15:00,RW Essen,3:1,Alem. Aachen
Sa. 24.03.1990,15:00,Hannover 96,1:1,SpVgg Bayreuth
Sa. 24.03.1990,15:00,SV Meppen,5:1,Pr. Münster
Sa. 24.03.1990,15:00,SC Freiburg,2:0,Wattenscheid 09
