Datum,Uhrzeit,Heim,Ergebnis,Gast
Do. 12.04.1990,19:30,Saarbrücken,0:0,Alem. Aachen
Sa. 14.04.1990,15:00,Hessen Kassel,0:1,Hannover 96
Sa. 14.04.1990,15:00,MSV Duisburg,1:3,FC Schalke 04
Sa. 14.04.1990,15:00,Pr. Münster,0:0,SC Freiburg
Sa. 14.04.1990,15:00,SpVgg Bayreuth,3:1,Unterhaching
Sa. 14.04.1990,15:00,Darmstadt 98,3:0,BW Berlin
Sa. 14.04.1990,15:00,Wattenscheid 09,3:1,E. Braunschweig
Sa. 14.04.1990,15:00,Hertha BSC,3:0,VfL Osnabrück
Sa. 14.04.1990,15:00,Fortuna Köln,1:1,RW Essen
Sa. 14.04.1990,15:00,Stuttg. Kickers,5:1,SV Meppen
