Datum,Uhrzeit,Heim,Ergebnis,Gast
So. 29.04.1990,15:00,Darmstadt 98,1:0,VfL Osnabrück
So. 29.04.1990,15:00,Fortuna Köln,0:0,Alem. Aachen
So. 29.04.1990,15:00,Hessen Kassel,2:0,FC Schalke 04
So. 29.04.1990,15:00,Hannover 96,1:0,SV Meppen
So. 29.04.1990,15:00,Stuttg. Kickers,1:1,BW Berlin
So. 29.04.1990,15:00,Hertha BSC,1:1,E. Braunschweig
So. 29.04.1990,15:00,SpVgg Bayreuth,3:1,SC Freiburg
So. 29.04.1990,15:00,Wattenscheid 09,0:2,Saarbrücken
So. 29.04.1990,15:00,MSV Duisburg,0:0,Unterhaching
So. 29.04.1990,15:00,Pr. Münster,1:3,RW Essen
