Datum,Uhrzeit,Heim,Ergebnis,Gast
Di. 03.10.1989,15:00,Hannover 96,4:0,Hessen Kassel
Sa. 07.10.1989,15:00,Alem. Aachen,2:1,Saarbrücken
Sa. 07.10.1989,15:00,FC Schalke 04,1:1,MSV Duisburg
Sa. 07.10.1989,15:00,SC Freiburg,0:2,Pr. Münster
Sa. 07.10.1989,15:00,Unterhaching,0:0,SpVgg Bayreuth
Sa. 07.10.1989,15:00,BW Berlin,3:1,Darmstadt 98
Sa. 07.10.1989,15:00,E. Braunschweig,1:0,Wattenscheid 09
Sa. 07.10.1989,15:00,VfL Osnabrück,3:0,Hertha BSC
Sa. 07.10.1989,15:00,RW Essen,3:3,Fortuna Köln
Sa. 07.10.1989,15:00,SV Meppen,0:1,Stuttg. Kickers
