Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 29.07.1989,15:00,Fortuna Köln,2:1,Darmstadt 98
Sa. 29.07.1989,15:00,Wattenscheid 09,4:1,SpVgg Bayreuth
Sa. 29.07.1989,15:00,E. Braunschweig,1:0,Hannover 96
Sa. 29.07.1989,15:00,Alem. Aachen,1:2,MSV Duisburg
Sa. 29.07.1989,15:00,RW Essen,0:0,FC Schalke 04
Sa. 29.07.1989,15:00,Hertha BSC,2:0,Pr. Münster
Sa. 29.07.1989,15:00,SC Freiburg,2:3,Unterhaching
Sa. 29.07.1989,15:00,VfL Osnabrück,1:1,SV Meppen
Sa. 29.07.1989,15:00,Saarbrücken,1:0,Stuttg. Kickers
Sa. 29.07.1989,15:00,Hessen Kassel,1:1,BW Berlin
