Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 17.03.1990,15:00,Alem. Aachen,1:1,VfL Osnabrück
Sa. 17.03.1990,15:00,E. Braunschweig,1:1,RW Essen
Sa. 17.03.1990,15:00,Darmstadt 98,1:1,Hannover 96
Sa. 17.03.1990,15:00,Hertha BSC,3:0,SV Meppen
Sa. 17.03.1990,15:00,Saarbrücken,2:2,SC Freiburg
Sa. 17.03.1990,15:00,Wattenscheid 09,0:0,BW Berlin
Sa. 17.03.1990,15:00,Fortuna Köln,3:2,Unterhaching
Sa. 17.03.1990,15:00,Pr. Münster,2:1,FC Schalke 04
Sa. 17.03.1990,15:00,SpVgg Bayreuth,2:1,MSV Duisburg
Sa. 17.03.1990,15:00,Hessen Kassel,0:6,Stuttg. Kickers
