Datum,Uhrzeit,Heim,Ergebnis,Gast
Di. 07.11.1989,20:00,Darmstadt 98,1:0,Alem. Aachen
Sa. 11.11.1989,15:00,Fortuna Köln,0:1,Hessen Kassel
Sa. 11.11.1989,15:00,FC Schalke 04,2:0,BW Berlin
Sa. 11.11.1989,15:00,SV Meppen,3:1,Unterhaching
Sa. 11.11.1989,15:00,Hannover 96,0:0,SC Freiburg
Sa. 11.11.1989,15:00,Stuttg. Kickers,4:1,RW Essen
Sa. 11.11.1989,15:00,Pr. Münster,0:0,Saarbrücken
Sa. 11.11.1989,15:00,Hertha BSC,1:1,Wattenscheid 09
Di. 21.11.1989,19:30,MSV Duisburg,1:0,VfL Osnabrück
Di. 21.11.1989,19:30,SpVgg Bayreuth,1:0,E. Braunschweig
