Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 31.03.1990,15:00,Alem. Aachen,2:0,E. Braunschweig
Sa. 31.03.1990,15:00,SpVgg Bayreuth,1:1,FC Schalke 04
Sa. 31.03.1990,15:00,Stuttg. Kickers,3:2,Hannover 96
Sa. 31.03.1990,15:00,Hessen Kassel,2:1,MSV Duisburg
Sa. 31.03.1990,15:00,Pr. Münster,2:2,Unterhaching
Sa. 31.03.1990,15:00,Wattenscheid 09,1:1,VfL Osnabrück
Sa. 31.03.1990,15:00,Fortuna Köln,1:1,SC Freiburg
Sa. 31.03.1990,15:00,Darmstadt 98,3:3,SV Meppen
Sa. 31.03.1990,15:00,Saarbrücken,2:3,RW Essen
Sa. 31.03.1990,15:00,Hertha BSC,3:0,BW Berlin
