Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 21.04.1990,15:00,E. Braunschweig,2:2,Fortuna Köln
Sa. 21.04.1990,15:00,SC Freiburg,1:2,Darmstadt 98
Sa. 21.04.1990,15:00,SV Meppen,0:0,MSV Duisburg
Sa. 21.04.1990,15:00,BW Berlin,1:0,SpVgg Bayreuth
Sa. 21.04.1990,15:00,RW Essen,0:0,Hertha BSC
Sa. 21.04.1990,15:00,Unterhaching,3:1,Stuttg. Kickers
Sa. 21.04.1990,15:00,Saarbrücken,3:1,Hessen Kassel
Sa. 21.04.1990,15:00,FC Schalke 04,1:1,Hannover 96
Sa. 21.04.1990,15:00,Alem. Aachen,1:3,Wattenscheid 09
Sa. 21.04.1990,15:00,VfL Osnabrück,1:2,Pr. Münster
