Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 27.10.1984,15:00,Hannover 96,3:3,Alem. Aachen
Sa. 27.10.1984,15:00,Hertha BSC,3:1,Wattenscheid 09
Sa. 27.10.1984,15:00,Darmstadt 98,4:2,Union Solingen
Sa. 27.10.1984,15:00,FC 08 Homburg,3:1,VfR Bürstadt
Sa. 27.10.1984,15:00,Stuttg. Kickers,1:0,Saarbrücken
Sa. 27.10.1984,15:00,Fortuna Köln,2:1,K. Offenbach
Sa. 27.10.1984,15:00,SC Freiburg,2:1,BW Berlin
Sa. 27.10.1984,15:00,MSV Duisburg,3:1,FC St. Pauli
Sa. 27.10.1984,15:00,1.FC Nürnberg,1:1,RW Oberhausen
Sa. 27.10.1984,15:00,Hessen Kassel,3:1,SSV Ulm 1846
