Datum,Uhrzeit,Heim,Ergebnis,Gast
Di. 28.08.1984,19:30,Hannover 96,0:0,SC Freiburg
Di. 28.08.1984,19:30,Hertha BSC,2:1,Fortuna Köln
Di. 28.08.1984,19:30,Darmstadt 98,1:1,Saarbrücken
Di. 28.08.1984,19:30,FC 08 Homburg,3:1,K. Offenbach
Di. 28.08.1984,19:30,Union Solingen,5:3,BW Berlin
Di. 28.08.1984,19:30,SSV Ulm 1846,1:0,FC St. Pauli
Di. 28.08.1984,19:30,Wattenscheid 09,1:1,RW Oberhausen
Di. 28.08.1984,19:30,Alem. Aachen,1:1,VfR Bürstadt
Di. 28.08.1984,19:30,1.FC Nürnberg,2:1,MSV Duisburg
Di. 28.08.1984,19:30,Hessen Kassel,2:0,Stuttg. Kickers
