Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 29.09.1984,15:00,Hannover 96,2:3,K. Offenbach
Sa. 29.09.1984,15:00,Hertha BSC,2:0,BW Berlin
Sa. 29.09.1984,15:00,Darmstadt 98,2:1,RW Oberhausen
Sa. 29.09.1984,15:00,FC 08 Homburg,3:4,Alem. Aachen
Sa. 29.09.1984,15:00,Union Solingen,1:0,Wattenscheid 09
Sa. 29.09.1984,15:00,SSV Ulm 1846,4:1,VfR Bürstadt
Sa. 29.09.1984,15:00,SC Freiburg,1:4,Fortuna Köln
Sa. 29.09.1984,15:00,MSV Duisburg,0:1,Stuttg. Kickers
Sa. 29.09.1984,15:00,1.FC Nürnberg,1:2,Saarbrücken
Sa. 29.09.1984,15:00,Hessen Kassel,5:4,FC St. Pauli
