Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 09.03.1985,15:00,Darmstadt 98,3:1,FC St. Pauli
Sa. 09.03.1985,15:00,Hessen Kassel,1:4,BW Berlin
Sa. 09.03.1985,15:00,Hertha BSC,0:1,K. Offenbach
Sa. 09.03.1985,15:00,Hannover 96,3:1,Saarbrücken
Sa. 09.03.1985,15:00,1.FC Nürnberg,3:0,Stuttg. Kickers
Sa. 09.03.1985,15:00,MSV Duisburg,5:0,Fortuna Köln
Sa. 09.03.1985,15:00,SSV Ulm 1846,3:3,Wattenscheid 09
Sa. 09.03.1985,15:00,Union Solingen,3:1,Alem. Aachen
Sa. 09.03.1985,15:00,FC 08 Homburg,1:3,RW Oberhausen
Sa. 09.03.1985,15:00,SC Freiburg,2:1,VfR Bürstadt
