Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 06.10.1984,15:00,FC St. Pauli,1:2,Hertha BSC
Sa. 06.10.1984,15:00,BW Berlin,1:3,Hannover 96
Sa. 06.10.1984,15:00,K. Offenbach,2:3,1.FC Nürnberg
Sa. 06.10.1984,15:00,Saarbrücken,4:1,MSV Duisburg
Sa. 06.10.1984,15:00,Stuttg. Kickers,0:1,SC Freiburg
Sa. 06.10.1984,15:00,SSV Ulm 1846,0:1,Union Solingen
Sa. 06.10.1984,15:00,Wattenscheid 09,2:1,FC 08 Homburg
Sa. 06.10.1984,15:00,Alem. Aachen,2:0,Darmstadt 98
Sa. 06.10.1984,15:00,RW Oberhausen,2:1,Hessen Kassel
Sa. 06.10.1984,15:00,VfR Bürstadt,2:1,Fortuna Köln
