Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 25.08.1984,15:00,FC St. Pauli,1:1,Wattenscheid 09
Sa. 25.08.1984,15:00,BW Berlin,3:2,SSV Ulm 1846
Sa. 25.08.1984,15:00,K. Offenbach,4:0,Union Solingen
Sa. 25.08.1984,15:00,Saarbrücken,1:0,FC 08 Homburg
Sa. 25.08.1984,15:00,Stuttg. Kickers,4:2,Darmstadt 98
Sa. 25.08.1984,15:00,Fortuna Köln,3:0,Hessen Kassel
Sa. 25.08.1984,15:00,SC Freiburg,2:0,Hertha BSC
Sa. 25.08.1984,15:00,MSV Duisburg,1:2,Hannover 96
Sa. 25.08.1984,15:00,RW Oberhausen,3:1,Alem. Aachen
Sa. 25.08.1984,15:00,VfR Bürstadt,2:0,1.FC Nürnberg
