Datum,Uhrzeit,Heim,Ergebnis,Gast
Do. 09.08.1984,20:15,FC St. Pauli,2:0,RW Oberhausen
Do. 09.08.1984,20:15,BW Berlin,1:2,Alem. Aachen
Do. 09.08.1984,20:15,K. Offenbach,0:1,Wattenscheid 09
Do. 09.08.1984,20:15,Fortuna Köln,0:0,FC 08 Homburg
Do. 09.08.1984,20:15,MSV Duisburg,2:2,Hessen Kassel
Do. 09.08.1984,20:15,1.FC Nürnberg,0:0,Hertha BSC
Di. 14.08.1984,20:15,Saarbrücken,2:0,SSV Ulm 1846
Di. 14.08.1984,20:15,Stuttg. Kickers,2:0,Union Solingen
Di. 14.08.1984,20:15,SC Freiburg,2:1,Darmstadt 98
Di. 14.08.1984,20:15,VfR Bürstadt,1:2,Hannover 96
