Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 27.04.1985,15:00,MSV Duisburg,1:1,Hertha BSC
Sa. 27.04.1985,15:00,Fortuna Köln,4:2,Darmstadt 98
Sa. 27.04.1985,15:00,Saarbrücken,3:0,Union Solingen
Sa. 27.04.1985,15:00,K. Offenbach,2:2,SSV Ulm 1846
Sa. 27.04.1985,15:00,BW Berlin,0:1,Wattenscheid 09
Sa. 27.04.1985,15:00,FC St. Pauli,1:1,Alem. Aachen
Sa. 27.04.1985,15:00,VfR Bürstadt,1:1,RW Oberhausen
Sa. 27.04.1985,15:00,SC Freiburg,2:1,Hessen Kassel
So. 28.04.1985,15:00,Stuttg. Kickers,2:1,FC 08 Homburg
So. 28.04.1985,15:00,1.FC Nürnberg,2:0,Hannover 96
