Datum,Uhrzeit,Heim,Ergebnis,Gast
Mi. 01.05.1985,15:00,Hertha BSC,1:1,Hessen Kassel
Sa. 25.05.1985,15:00,K. Offenbach,0:0,FC St. Pauli
Sa. 25.05.1985,15:00,VfR Bürstadt,0:0,BW Berlin
Sa. 25.05.1985,15:00,Hannover 96,4:1,Darmstadt 98
Sa. 25.05.1985,15:00,1.FC Nürnberg,3:0,FC 08 Homburg
Sa. 25.05.1985,15:00,MSV Duisburg,0:2,Union Solingen
Sa. 25.05.1985,15:00,SC Freiburg,2:0,SSV Ulm 1846
Sa. 25.05.1985,15:00,Fortuna Köln,2:1,Wattenscheid 09
Sa. 25.05.1985,15:00,Stuttg. Kickers,1:1,Alem. Aachen
Sa. 25.05.1985,15:00,Saarbrücken,0:1,RW Oberhausen
