Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 13.04.1985,15:00,Wattenscheid 09,3:0,Hertha BSC
Sa. 13.04.1985,15:00,VfR Bürstadt,1:0,FC 08 Homburg
Sa. 13.04.1985,15:00,Saarbrücken,1:0,Stuttg. Kickers
Sa. 13.04.1985,15:00,K. Offenbach,2:4,Fortuna Köln
Sa. 13.04.1985,15:00,BW Berlin,3:0,SC Freiburg
Sa. 13.04.1985,15:00,FC St. Pauli,1:0,MSV Duisburg
Sa. 13.04.1985,15:00,SSV Ulm 1846,0:1,Hessen Kassel
Di. 16.04.1985,19:00,Alem. Aachen,1:1,Hannover 96
Di. 30.04.1985,19:00,Union Solingen,1:3,Darmstadt 98
Di. 14.05.1985,19:00,RW Oberhausen,2:1,1.FC Nürnberg
