Datum,Uhrzeit,Heim,Ergebnis,Gast
Di. 11.09.1984,17:45,SSV Ulm 1846,3:2,1.FC Nürnberg
Di. 11.09.1984,18:00,VfR Bürstadt,0:1,K. Offenbach
Mi. 14.11.1984,19:30,BW Berlin,2:2,Saarbrücken
Mi. 14.11.1984,19:30,Darmstadt 98,1:0,Hessen Kassel
Mi. 14.11.1984,20:00,Union Solingen,3:2,Hannover 96
Mi. 14.11.1984,20:00,Wattenscheid 09,2:4,MSV Duisburg
Mi. 14.11.1984,20:00,Alem. Aachen,1:0,SC Freiburg
Mi. 14.11.1984,20:00,RW Oberhausen,2:0,Fortuna Köln
Fr. 14.12.1984,14:00,FC 08 Homburg,3:2,Hertha BSC
Sa. 15.12.1984,14:00,FC St. Pauli,2:0,Stuttg. Kickers
