Datum,Uhrzeit,Heim,Ergebnis,Gast
Mi. 03.04.1985,19:30,1.FC Nürnberg,2:1,FC St. Pauli
Mi. 03.04.1985,19:30,MSV Duisburg,1:1,BW Berlin
Mi. 03.04.1985,19:30,SC Freiburg,2:0,K. Offenbach
Mi. 03.04.1985,19:30,Fortuna Köln,1:2,Saarbrücken
Mi. 03.04.1985,19:30,FC 08 Homburg,4:3,Union Solingen
Mi. 03.04.1985,19:30,Darmstadt 98,2:0,SSV Ulm 1846
Mi. 03.04.1985,19:30,Hessen Kassel,5:1,Wattenscheid 09
Mi. 03.04.1985,19:30,Hertha BSC,0:0,Alem. Aachen
Mi. 03.04.1985,19:30,Hannover 96,5:3,RW Oberhausen
Do. 04.04.1985,19:30,Stuttg. Kickers,2:0,VfR Bürstadt
