Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 20.04.1985,15:00,SC Freiburg,1:2,FC St. Pauli
Sa. 20.04.1985,15:00,Fortuna Köln,1:0,BW Berlin
Sa. 20.04.1985,15:00,Stuttg. Kickers,3:2,K. Offenbach
Sa. 20.04.1985,15:00,Darmstadt 98,1:1,FC 08 Homburg
Sa. 20.04.1985,15:00,Hessen Kassel,6:0,Union Solingen
Sa. 20.04.1985,15:00,Hertha BSC,5:1,SSV Ulm 1846
Sa. 20.04.1985,15:00,Hannover 96,3:2,Wattenscheid 09
Sa. 20.04.1985,15:00,1.FC Nürnberg,2:1,Alem. Aachen
Sa. 20.04.1985,15:00,MSV Duisburg,2:1,RW Oberhausen
Sa. 20.04.1985,15:00,Saarbrücken,1:0,VfR Bürstadt
