Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 08.09.1984,15:00,FC St. Pauli,1:5,Union Solingen
Sa. 08.09.1984,15:00,BW Berlin,2:0,FC 08 Homburg
Sa. 08.09.1984,15:00,K. Offenbach,1:1,Darmstadt 98
Sa. 08.09.1984,15:00,Saarbrücken,2:2,Hessen Kassel
Sa. 08.09.1984,15:00,Stuttg. Kickers,2:2,Hertha BSC
Sa. 08.09.1984,15:00,Fortuna Köln,3:5,Hannover 96
Sa. 08.09.1984,15:00,SC Freiburg,0:1,1.FC Nürnberg
Sa. 08.09.1984,15:00,Alem. Aachen,3:0,Wattenscheid 09
Sa. 08.09.1984,15:00,RW Oberhausen,3:4,SSV Ulm 1846
Sa. 08.09.1984,15:00,VfR Bürstadt,7:2,MSV Duisburg
