Datum,Uhrzeit,Heim,Ergebnis,Gast
So. 09.06.1985,15:00,VfR Bürstadt,1:1,FC St. Pauli
So. 09.06.1985,15:00,Hannover 96,2:0,Hertha BSC
So. 09.06.1985,15:00,MSV Duisburg,3:1,Darmstadt 98
So. 09.06.1985,15:00,SC Freiburg,0:2,FC 08 Homburg
So. 09.06.1985,15:00,Fortuna Köln,1:2,Union Solingen
So. 09.06.1985,15:00,Stuttg. Kickers,2:0,SSV Ulm 1846
So. 09.06.1985,15:00,Saarbrücken,2:1,Wattenscheid 09
So. 09.06.1985,15:00,K. Offenbach,1:0,Alem. Aachen
So. 09.06.1985,15:00,BW Berlin,6:4,RW Oberhausen
So. 09.06.1985,15:00,1.FC Nürnberg,2:0,Hessen Kassel
