Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 24.11.1984,15:00,FC St. Pauli,2:2,K. Offenbach
Sa. 24.11.1984,15:00,BW Berlin,2:0,VfR Bürstadt
Sa. 24.11.1984,15:00,Darmstadt 98,1:2,Hannover 96
Sa. 24.11.1984,15:00,FC 08 Homburg,0:1,1.FC Nürnberg
Sa. 24.11.1984,15:00,Union Solingen,1:1,MSV Duisburg
Sa. 24.11.1984,15:00,SSV Ulm 1846,1:4,SC Freiburg
Sa. 24.11.1984,15:00,Wattenscheid 09,4:1,Fortuna Köln
Sa. 24.11.1984,15:00,Alem. Aachen,1:1,Stuttg. Kickers
Sa. 24.11.1984,15:00,RW Oberhausen,2:1,Saarbrücken
Mo. 08.04.1985,19:00,Hessen Kassel,1:1,Hertha BSC
