Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 30.03.1985,15:00,FC St. Pauli,1:1,Hannover 96
Sa. 30.03.1985,15:00,RW Oberhausen,5:1,Hertha BSC
Sa. 30.03.1985,15:00,Wattenscheid 09,2:2,Darmstadt 98
Sa. 30.03.1985,15:00,SSV Ulm 1846,0:0,FC 08 Homburg
Sa. 30.03.1985,15:00,VfR Bürstadt,3:0,Union Solingen
Sa. 30.03.1985,15:00,Stuttg. Kickers,1:1,Fortuna Köln
Sa. 30.03.1985,15:00,Saarbrücken,3:0,SC Freiburg
Sa. 30.03.1985,15:00,K. Offenbach,0:0,MSV Duisburg
Sa. 30.03.1985,15:00,BW Berlin,0:2,1.FC Nürnberg
Sa. 30.03.1985,15:00,Alem. Aachen,3:0,Hessen Kassel
