Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 02.02.1985,15:00,Wattenscheid 09,3:1,FC St. Pauli
Sa. 02.02.1985,15:00,SSV Ulm 1846,3:3,BW Berlin
Sa. 02.02.1985,15:00,Union Solingen,2:1,K. Offenbach
Sa. 02.02.1985,15:00,Darmstadt 98,1:0,Stuttg. Kickers
Sa. 02.02.1985,15:00,Hessen Kassel,2:1,Fortuna Köln
Sa. 02.02.1985,15:00,Hannover 96,0:0,MSV Duisburg
Sa. 02.02.1985,15:00,Alem. Aachen,1:1,RW Oberhausen
Sa. 02.02.1985,15:00,1.FC Nürnberg,3:1,VfR Bürstadt
Sa. 23.02.1985,19:00,Hertha BSC,0:0,SC Freiburg
Mi. 10.04.1985,19:00,FC 08 Homburg,1:2,Saarbrücken
