Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 15.09.1984,15:00,Hannover 96,2:1,Stuttg. Kickers
Sa. 15.09.1984,15:00,Hertha BSC,4:3,Saarbrücken
Sa. 15.09.1984,15:00,Darmstadt 98,4:1,BW Berlin
Sa. 15.09.1984,15:00,FC 08 Homburg,3:1,FC St. Pauli
Sa. 15.09.1984,15:00,Union Solingen,4:1,RW Oberhausen
Sa. 15.09.1984,15:00,SSV Ulm 1846,3:1,Alem. Aachen
Sa. 15.09.1984,15:00,Wattenscheid 09,3:2,VfR Bürstadt
Sa. 15.09.1984,15:00,MSV Duisburg,2:1,SC Freiburg
Sa. 15.09.1984,15:00,1.FC Nürnberg,6:0,Fortuna Köln
Sa. 15.09.1984,15:00,Hessen Kassel,2:0,K. Offenbach
