Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 16.03.1985,15:00,K. Offenbach,3:3,Hannover 96
Sa. 16.03.1985,15:00,BW Berlin,0:2,Hertha BSC
Sa. 16.03.1985,15:00,RW Oberhausen,1:3,Darmstadt 98
Sa. 16.03.1985,15:00,Alem. Aachen,3:1,FC 08 Homburg
Sa. 16.03.1985,15:00,Wattenscheid 09,0:1,Union Solingen
Sa. 16.03.1985,15:00,VfR Bürstadt,2:0,SSV Ulm 1846
Sa. 16.03.1985,15:00,Fortuna Köln,0:0,SC Freiburg
Sa. 16.03.1985,15:00,Stuttg. Kickers,2:1,MSV Duisburg
Sa. 16.03.1985,15:00,FC St. Pauli,1:2,Hessen Kassel
Di. 30.04.1985,19:30,Saarbrücken,3:2,1.FC Nürnberg
