Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 20.10.1984,15:00,FC St. Pauli,2:0,1.FC Nürnberg
Sa. 20.10.1984,15:00,BW Berlin,3:0,MSV Duisburg
Sa. 20.10.1984,15:00,K. Offenbach,2:1,SC Freiburg
Sa. 20.10.1984,15:00,Saarbrücken,6:1,Fortuna Köln
Sa. 20.10.1984,15:00,Union Solingen,1:3,FC 08 Homburg
Sa. 20.10.1984,15:00,SSV Ulm 1846,1:1,Darmstadt 98
Sa. 20.10.1984,15:00,Wattenscheid 09,3:2,Hessen Kassel
Sa. 20.10.1984,15:00,Alem. Aachen,3:0,Hertha BSC
Sa. 20.10.1984,15:00,RW Oberhausen,1:1,Hannover 96
Sa. 20.10.1984,15:00,VfR Bürstadt,2:0,Stuttg. Kickers
