Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 16.02.1985,15:00,1.FC Nürnberg,2:1,SC Freiburg
Sa. 16.02.1985,15:00,SSV Ulm 1846,0:1,RW Oberhausen
Sa. 23.02.1985,19:00,Union Solingen,1:3,FC St. Pauli
Sa. 23.02.1985,19:00,FC 08 Homburg,1:1,BW Berlin
Sa. 23.02.1985,19:00,Darmstadt 98,0:1,K. Offenbach
Sa. 23.02.1985,19:00,Hessen Kassel,3:0,Saarbrücken
Sa. 23.02.1985,19:00,Hannover 96,3:2,Fortuna Köln
Di. 05.03.1985,19:00,MSV Duisburg,2:1,VfR Bürstadt
Di. 19.03.1985,19:00,Wattenscheid 09,2:2,Alem. Aachen
Di. 26.03.1985,19:00,Hertha BSC,1:3,Stuttg. Kickers
