Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 01.12.1984,15:00,Hannover 96,1:3,Hessen Kassel
Sa. 01.12.1984,15:00,BW Berlin,1:1,FC St. Pauli
Sa. 01.12.1984,15:00,K. Offenbach,2:1,RW Oberhausen
Sa. 01.12.1984,15:00,Saarbrücken,2:1,Alem. Aachen
Sa. 01.12.1984,15:00,Stuttg. Kickers,4:0,Wattenscheid 09
Sa. 01.12.1984,15:00,Fortuna Köln,3:2,SSV Ulm 1846
Sa. 01.12.1984,15:00,SC Freiburg,0:0,Union Solingen
Sa. 01.12.1984,15:00,MSV Duisburg,1:0,FC 08 Homburg
Sa. 01.12.1984,15:00,1.FC Nürnberg,2:2,Darmstadt 98
Sa. 01.12.1984,15:00,VfR Bürstadt,2:2,Hertha BSC
