Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 17.11.1984,15:00,Hertha BSC,0:0,Darmstadt 98
Sa. 17.11.1984,15:00,K. Offenbach,1:1,BW Berlin
Sa. 17.11.1984,15:00,Saarbrücken,4:1,FC St. Pauli
Sa. 17.11.1984,15:00,Stuttg. Kickers,3:1,RW Oberhausen
Sa. 17.11.1984,15:00,Fortuna Köln,0:1,Alem. Aachen
Sa. 17.11.1984,15:00,SC Freiburg,0:2,Wattenscheid 09
Sa. 17.11.1984,15:00,MSV Duisburg,5:0,SSV Ulm 1846
Sa. 17.11.1984,15:00,1.FC Nürnberg,2:1,Union Solingen
Sa. 17.11.1984,15:00,Hessen Kassel,3:2,VfR Bürstadt
Mi. 05.12.1984,19:00,Hannover 96,1:1,FC 08 Homburg
