Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 04.05.1985,15:00,SSV Ulm 1846,1:4,Hannover 96
Sa. 04.05.1985,15:00,Union Solingen,3:0,Hertha BSC
Sa. 04.05.1985,15:00,VfR Bürstadt,0:2,Darmstadt 98
Sa. 04.05.1985,15:00,K. Offenbach,1:3,Saarbrücken
Sa. 04.05.1985,15:00,BW Berlin,2:0,Stuttg. Kickers
Sa. 04.05.1985,15:00,FC St. Pauli,1:1,Fortuna Köln
Sa. 04.05.1985,15:00,RW Oberhausen,1:2,SC Freiburg
Sa. 04.05.1985,15:00,Alem. Aachen,4:0,MSV Duisburg
Sa. 04.05.1985,15:00,Wattenscheid 09,1:3,1.FC Nürnberg
Sa. 04.05.1985,15:00,FC 08 Homburg,0:0,Hessen Kassel
