Datum,Uhrzeit,Heim,Ergebnis,Gast
Di. 23.04.1985,19:00,RW Oberhausen,1:0,FC St. Pauli
Di. 23.04.1985,19:00,Alem. Aachen,1:3,BW Berlin
Di. 23.04.1985,19:00,Wattenscheid 09,1:1,K. Offenbach
Di. 23.04.1985,19:00,SSV Ulm 1846,0:0,Saarbrücken
Di. 23.04.1985,19:00,Union Solingen,1:1,Stuttg. Kickers
Di. 23.04.1985,19:00,FC 08 Homburg,3:0,Fortuna Köln
Di. 23.04.1985,19:00,Darmstadt 98,0:0,SC Freiburg
Di. 23.04.1985,19:00,Hessen Kassel,2:0,MSV Duisburg
Di. 23.04.1985,19:00,Hannover 96,3:0,VfR Bürstadt
Di. 28.05.1985,19:00,Hertha BSC,0:3,1.FC Nürnberg
